,ID,country,age_group,total_female,total_male,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_Arba_minch,night_Gamo_Gofa,first_trip_tz,total_cost,peak_period,is_african,total_persons,total_nights_spent,tour_arrangement_Package Tour,travel_with_Children,travel_with_Friends/Relatives,travel_with_None,travel_with_Spouse,travel_with_Spouse and Children,purpose_Leisure and Holidays,purpose_Meetings and Conference,purpose_Other,purpose_Scientific and Academic,purpose_Visiting Friends and Relatives,purpose_Volunteering,main_activity_Bird watching,main_activity_Conference tourism,main_activity_Cultural tourism,main_activity_Diving and Sport Fishing,main_activity_Hunting tourism,main_activity_Mountain climbing,main_activity_Wildlife tourism,main_activity_business,"info_source_Friends, relatives","info_source_Newspaper, magazines,brochures","info_source_Radio, TV, Web",info_source_Trade fair,"info_source_Travel, agent, tour operator",info_source_inflight magazines,info_source_others,most_impressing_Excellent Experience,most_impressing_Friendly People,most_impressing_Good service,most_impressing_No comments,most_impressing_None,most_impressing_Satisfies and Hope Come Back,"most_impressing_Wonderful Country, Landscape, Nature",payment_mode_Credit Card,payment_mode_Other,payment_mode_Travellers Cheque
4460,tour_64,14,2,2.0,2.0,0,0,0,0,0,0,0,0.0,1.0,0,1657500.0,0,0,4.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4461,tour_640,111,3,0.0,1.0,0,0,0,0,0,0,0,7.0,0.0,0,1077375.0,1,0,1.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4462,tour_6400,108,2,0.0,1.0,0,0,0,0,0,0,0,60.0,0.0,1,3000000.0,0,1,1.0,60.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4463,tour_6401,117,3,0.0,1.0,0,0,0,0,0,0,0,1.0,0.0,1,124312.5,1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4464,tour_6402,117,2,0.0,1.0,0,0,0,0,0,0,0,1.0,0.0,0,71610.0,0,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4465,tour_6403,13,2,1.0,0.0,0,0,0,0,0,0,0,2.0,0.0,0,2169000.0,0,1,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4466,tour_6405,117,3,0.0,2.0,0,0,0,0,0,0,0,1.0,0.0,1,149175.0,0,1,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4467,tour_6406,13,2,1.0,1.0,0,0,0,0,0,0,0,4.0,0.0,0,327000.0,0,1,2.0,4.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4468,tour_6407,108,2,0.0,1.0,0,0,0,0,0,0,0,6.0,0.0,0,200000.0,0,1,1.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4469,tour_6408,13,2,1.0,1.0,0,0,0,0,0,0,0,4.0,0.0,0,110000.0,0,1,2.0,4.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4470,tour_6409,95,3,0.0,2.0,0,0,0,0,0,0,0,2.0,0.0,0,1200000.0,0,1,2.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4471,tour_641,78,2,0.0,1.0,0,0,0,0,0,0,0,20.0,0.0,0,331500.0,0,0,1.0,20.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4472,tour_6410,47,0,0.0,2.0,0,0,0,0,0,0,0,26.0,0.0,1,2269330.0,0,0,2.0,26.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4473,tour_6411,108,2,0.0,1.0,0,0,0,0,0,0,0,2.0,0.0,0,55000.0,0,1,1.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4474,tour_6412,76,2,0.0,1.0,0,0,0,0,0,0,0,35.0,0.0,0,50000.0,0,1,1.0,35.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4475,tour_6414,116,2,0.0,1.0,0,0,0,0,0,0,0,1.0,0.0,0,9339000.0,0,1,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4476,tour_6418,87,2,1.0,1.0,0,0,0,0,0,0,0,2.0,0.0,1,141000.0,1,1,2.0,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4477,tour_6419,108,2,0.0,1.0,0,0,0,0,0,0,0,7.0,0.0,0,400000.0,0,1,1.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4478,tour_642,3,2,1.0,1.0,1,1,1,1,1,1,1,0.0,4.0,1,19754136.6,1,0,2.0,4.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4479,tour_6420,116,2,0.0,1.0,0,0,0,0,0,0,0,4.0,0.0,0,325000.0,0,1,1.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4480,tour_6422,108,2,0.0,1.0,0,0,0,0,0,0,0,3.0,0.0,0,100000.0,0,1,1.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4481,tour_6423,20,3,1.0,0.0,0,0,0,0,0,0,0,2.0,0.0,0,133000.0,0,1,1.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4482,tour_6424,117,3,0.0,1.0,0,0,0,0,0,0,0,2.0,0.0,0,331500.0,0,1,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4483,tour_6426,117,2,0.0,2.0,0,0,0,0,0,0,0,2.0,0.0,0,414375.0,0,1,2.0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4484,tour_6428,117,3,0.0,1.0,0,0,0,0,0,0,0,7.0,0.0,0,740000.0,0,1,1.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4485,tour_6429,51,2,0.0,1.0,0,0,0,0,0,0,0,6.0,0.0,1,240000.0,0,1,1.0,6.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4486,tour_643,95,3,0.0,1.0,0,0,0,0,0,0,0,40.0,0.0,1,3315000.0,1,1,1.0,40.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4487,tour_6430,117,2,0.0,1.0,0,0,0,0,0,0,0,4.0,0.0,0,1145000.0,0,1,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4488,tour_6431,117,2,0.0,2.0,0,0,0,0,0,0,0,1.0,0.0,1,305700.0,0,1,2.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4489,tour_6432,42,3,0.0,1.0,0,0,0,0,0,0,0,3.0,0.0,0,331500.0,0,0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4490,tour_6433,116,2,1.0,0.0,0,0,0,0,0,0,0,2.0,0.0,1,3315000.0,0,1,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4491,tour_6435,117,2,0.0,1.0,0,0,0,0,0,0,0,1.0,0.0,1,165750.0,1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4492,tour_6436,108,2,0.0,1.0,0,0,0,0,0,0,0,13.0,0.0,0,200000.0,1,1,1.0,13.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4493,tour_6438,13,3,0.0,1.0,0,0,0,0,0,0,0,1.0,0.0,0,150000.0,0,1,1.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4494,tour_6439,116,2,0.0,1.0,0,0,0,0,0,0,0,1.0,0.0,0,50300.0,0,1,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4495,tour_644,95,2,0.0,1.0,0,0,0,0,0,0,0,10.0,0.0,0,5304000.0,0,1,1.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4496,tour_6440,13,2,0.0,1.0,0,0,0,0,0,0,0,2.0,0.0,0,49000.0,0,1,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4497,tour_6441,117,2,0.0,2.0,0,0,0,0,0,0,0,2.0,0.0,1,5900700.0,0,1,2.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4498,tour_6443,13,2,1.0,0.0,0,0,0,0,0,0,0,2.0,0.0,0,4476000.0,0,1,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4499,tour_6444,111,2,0.0,1.0,0,0,0,0,0,0,0,90.0,0.0,0,5690100.0,0,0,1.0,90.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4500,tour_6445,117,2,0.0,1.0,0,0,0,0,0,0,0,3.0,0.0,0,497400.0,0,1,1.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4501,tour_6447,117,2,0.0,1.0,0,0,0,0,0,0,0,2.0,0.0,0,107737.5,0,1,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4502,tour_6448,117,2,0.0,1.0,0,0,0,0,0,0,0,4.0,0.0,0,828750.0,0,1,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4503,tour_6449,62,0,1.0,0.0,0,0,0,0,0,0,0,2.0,0.0,1,130000.0,0,1,1.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4504,tour_645,73,2,1.0,1.0,0,0,0,0,0,0,0,9.0,6.0,1,4900000.0,1,0,2.0,15.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4505,tour_6450,116,2,0.0,1.0,0,0,0,0,0,0,0,5.0,0.0,0,720000.0,0,1,1.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4506,tour_6452,117,2,0.0,2.0,0,0,0,0,0,0,0,2.0,0.0,0,580125.0,0,1,2.0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4507,tour_6453,62,2,0.0,1.0,0,0,0,0,0,0,0,2.0,0.0,0,130000.0,0,1,1.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4508,tour_6454,13,3,0.0,2.0,0,0,0,0,0,0,0,4.0,0.0,0,160000.0,0,1,2.0,4.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4509,tour_6455,117,3,0.0,1.0,0,0,0,0,0,0,0,2.0,0.0,1,8237775.0,0,1,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4510,tour_6456,13,2,1.0,0.0,0,0,0,0,0,0,0,2.0,0.0,0,61000.0,0,1,1.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4511,tour_6458,117,2,0.0,1.0,0,0,0,0,0,0,0,2.0,0.0,0,634500.0,0,1,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4512,tour_6459,13,2,0.0,1.0,0,0,0,0,0,0,0,6.0,0.0,0,762000.0,0,1,1.0,6.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4513,tour_646,95,0,0.0,1.0,0,0,0,0,0,0,0,10.0,0.0,1,5304000.0,0,1,1.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4514,tour_6460,13,0,1.0,1.0,0,0,0,0,0,0,0,1.0,0.0,0,130000.0,0,1,2.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4515,tour_6461,116,3,1.0,1.0,0,0,0,0,0,0,0,0.0,7.0,0,300000.0,0,1,2.0,7.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4516,tour_6462,117,3,0.0,1.0,0,0,0,0,0,0,0,3.0,0.0,0,335700.0,0,1,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4517,tour_6465,116,2,0.0,1.0,0,0,0,0,0,0,0,3.0,0.0,0,505120.0,0,1,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4518,tour_6466,117,2,1.0,0.0,0,0,0,0,0,0,0,1.0,0.0,1,182325.0,0,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4519,tour_6468,116,3,1.0,0.0,0,0,0,0,0,0,0,3.0,0.0,0,491600.0,0,1,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4520,tour_6469,116,2,0.0,1.0,0,0,0,0,0,0,0,3.0,0.0,0,140000.0,0,1,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4521,tour_647,112,3,0.0,1.0,0,0,0,0,0,0,0,6.0,0.0,0,4309500.0,1,0,1.0,6.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4522,tour_6470,51,0,0.0,1.0,0,0,0,0,0,0,0,14.0,0.0,0,560000.0,0,1,1.0,14.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4523,tour_6471,13,2,0.0,1.0,0,0,0,0,0,0,0,3.0,0.0,0,540000.0,0,1,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4524,tour_649,107,2,0.0,1.0,0,0,0,0,0,0,0,10.0,0.0,0,1160250.0,0,0,1.0,10.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4525,tour_65,33,2,1.0,1.0,0,0,0,0,0,0,0,50.0,10.0,1,7226700.0,1,0,2.0,60.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4526,tour_650,25,2,1.0,1.0,0,0,0,0,0,0,0,4.0,6.0,1,5801250.0,1,0,2.0,10.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4527,tour_651,111,2,1.0,1.0,0,0,0,0,0,0,0,5.0,0.0,0,5221125.0,1,0,2.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4528,tour_652,87,3,0.0,1.0,0,0,0,0,0,0,0,2.0,0.0,0,813832.5,0,1,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4529,tour_654,95,2,1.0,1.0,0,0,0,0,0,0,0,3.0,0.0,0,6630000.0,0,1,2.0,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4530,tour_655,95,0,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,1,1657500.0,0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4531,tour_656,95,0,0.0,1.0,0,0,0,0,0,0,0,1.0,0.0,0,248625.0,0,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4532,tour_657,112,3,0.0,1.0,0,0,0,0,0,0,0,10.0,0.0,0,3712800.0,0,0,1.0,10.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4533,tour_658,96,2,4.0,0.0,0,1,1,0,0,1,0,3.0,5.0,1,3646500.0,1,0,4.0,8.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4534,tour_662,78,2,0.0,1.0,0,0,0,0,0,0,0,20.0,0.0,0,1160250.0,0,0,1.0,20.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4535,tour_664,47,3,0.0,1.0,0,0,0,0,0,0,0,12.0,0.0,0,1657500.0,1,0,1.0,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4536,tour_666,33,3,2.0,1.0,1,1,1,1,1,1,1,9.0,4.0,1,21216000.0,1,0,3.0,13.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4537,tour_668,95,2,1.0,0.0,0,0,0,0,0,0,0,7.0,0.0,1,8619000.0,0,1,1.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4538,tour_669,112,3,1.0,0.0,0,0,0,0,0,0,0,10.0,0.0,0,828750.0,0,0,1.0,10.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4539,tour_670,3,2,0.0,1.0,0,0,0,0,0,0,0,3.0,0.0,0,1823250.0,0,0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
4540,tour_671,51,2,1.0,0.0,0,0,0,0,0,0,0,2.0,3.0,0,1657500.0,0,1,1.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4541,tour_672,111,0,1.0,1.0,0,0,0,0,0,0,0,6.0,10.0,1,3315000.0,1,0,2.0,16.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4542,tour_673,112,0,1.0,2.0,0,0,0,0,0,0,0,2.0,0.0,1,2088450.0,0,0,3.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4543,tour_675,111,0,1.0,1.0,0,0,0,0,0,0,0,6.0,7.0,1,7112625.0,1,0,2.0,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4544,tour_676,95,2,1.0,0.0,0,0,0,0,0,0,0,6.0,2.0,1,1243125.0,1,1,1.0,8.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4545,tour_678,3,3,1.0,1.0,1,1,1,1,1,1,1,12.0,3.0,0,80000.0,1,0,2.0,15.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4546,tour_679,112,3,2.0,0.0,0,0,0,0,0,0,0,5.0,0.0,1,9447750.0,0,0,2.0,5.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
4547,tour_68,87,2,2.0,1.0,0,0,0,0,0,0,0,7.0,4.0,1,6630000.0,1,1,3.0,11.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4548,tour_680,41,2,2.0,0.0,0,0,0,0,0,0,0,16.0,0.0,1,175000.0,0,0,2.0,16.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4549,tour_681,111,3,0.0,1.0,0,0,0,0,0,0,0,6.0,0.0,0,3315000.0,0,0,1.0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4550,tour_684,112,2,1.0,1.0,1,1,1,1,0,0,0,7.0,4.0,1,3812250.0,1,0,2.0,11.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4551,tour_686,101,3,1.0,1.0,1,1,0,1,1,1,0,22.0,10.0,1,26183360.0,1,0,2.0,32.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4552,tour_687,111,3,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0,1657500.0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4553,tour_688,51,2,0.0,1.0,0,0,0,0,0,0,0,7.0,0.0,0,2817750.0,0,1,1.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4554,tour_689,31,2,0.0,1.0,1,1,1,0,0,0,0,5.0,0.0,1,3847057.5,0,1,1.0,5.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4555,tour_69,111,2,1.0,1.0,1,1,1,1,1,1,1,11.0,4.0,1,8535150.0,1,0,2.0,15.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4556,tour_691,111,0,1.0,1.0,0,0,0,0,0,0,0,25.0,4.0,0,4143750.0,1,0,2.0,29.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4557,tour_692,111,0,1.0,0.0,0,0,0,0,0,0,0,14.0,0.0,1,1422525.0,0,0,1.0,14.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
